,Year,Month,Activity,Type,Fatal
1421,2006,Oct,Fishing,Unprovoked,0
1422,2006,Oct,Surfing,Unprovoked,0
1423,2006,Oct,Surfing,Unprovoked,0
1424,2006,Oct,Playing soccer in the water,Unprovoked,0
1425,2006,Oct,Free diving / modeling,Unprovoked,0
1426,2006,Oct,Murder,Unprovoked,1
1428,2006,Sep,Surfing,Unprovoked,0
1429,2006,Sep,Diving / Kissing the shark,Provoked,0
1430,2006,Sep,Surfing,Unprovoked,0
1431,2006,Sep,Swimming,Unprovoked,0
1432,2006,Sep,Surfing,Unprovoked,0
1435,2006,Sep,Standing,Unprovoked,0
1436,2006,Sep,Swimming,Unprovoked,0
1437,2006,Sep,Surfing,Unprovoked,0
1438,2006,Aug,Surfing,Unprovoked,0
1439,2006,Aug,Surfing,Unprovoked,0
1440,2006,Aug,Body boarding,Unprovoked,0
1443,2006,Aug,Sea Disaster,Unprovoked,1
1444,2006,Aug,Surfing,Unprovoked,1
1445,2006,Aug,Surfing,Unprovoked,0
1446,2006,Aug,Lifesaving drill,Unprovoked,0
1447,2006,Aug,Wading,Unprovoked,0
1448,2006,Aug,Spearfishing,Unprovoked,0
1449,2006,Jul,Touching sharks,Provoked,0
1450,2006,Jul,Surfing,Unprovoked,0
1451,2006,Jul,Boogie Boarding,Invalid,0
1452,2006,Jul,Surfing,Unprovoked,0
1453,2006,Jul,Surf-skiing,Unprovoked,0
1454,2006,Jul,Surfing,Unprovoked,0
1455,2006,Jul,Surf fishing,Unprovoked,0
1457,2006,Jul,Standing,Unprovoked,0
1459,2006,Jul,Swimming,Unprovoked,0
1461,2006,Jul,Wading,Unprovoked,0
1462,2006,Jul,Walking,Unprovoked,0
1463,2006,Jul,Body boarding,Unprovoked,0
1464,2006,Jul,Swimming,Unprovoked,0
1465,2006,July,Spearfishing,Unprovoked,0
1466,2006,July,Spearfishing,Unprovoked,0
1467,2006,Jun,Body boarding,Unprovoked,0
1468,2006,Jun,Fishing,Provoked,0
1469,2006,Jun,Spearfishing,Unprovoked,0
1470,2006,Jun,Surfing,Unprovoked,0
1471,2006,Jun,Body boarding,Unprovoked,1
1472,2006,Jun,Scuba diving,Unprovoked,0
1473,2006,Jun,Surfing,Unprovoked,0
1474,2006,Jun,Playing,Unprovoked,0
1475,2006,Jun,Surfing,Unprovoked,0
1476,2006,May,Spearfishing,Unprovoked,0
1477,2006,May,Tagging sharks,Provoked,0
1478,2006,May,Surfing,Unprovoked,0
1479,2006,May,Spearfishing,Provoked,0
1480,2006,May,Surfing,Unprovoked,0
1481,2006,May,Scuba diving,Unprovoked,0
1483,2006,May,Swimming,Unprovoked,0
1484,2006,May,Snorkeling,Provoked,0
1486,2006,Apr,Surfing,Unprovoked,0
1487,2006,Apr,Standing,Unprovoked,0
1488,2006,Apr,Fishing,Provoked,0
1489,2006,Apr,Surfing,Unprovoked,0
1490,2006,Apr,Body boarding,Unprovoked,0
1491,2006,Apr,Swimming,Unprovoked,0
1492,2006,Apr,Wading,Unprovoked,0
1493,2006,Mar,Fishing,Unprovoked,1
1494,2006,Mar,Surfing,Unprovoked,0
1496,2006,Mar,Surfing,Unprovoked,0
1497,2006,Mar,Surfing,Unprovoked,0
1498,2006,Feb,Standing,Unprovoked,0
1500,2006,Feb,Wading,Unprovoked,0
1501,2006,Feb,Swimming,Unprovoked,0
1502,2006,Feb,Fishing,Unprovoked,0
1503,2006,Feb,Surfing,Unprovoked,0
1504,2006,Feb,Swimming,Unprovoked,1
1505,2006,Feb,Kayaking,Unprovoked,0
1506,2006,Jan,Competing in the Woodvale Atlantic Rowing Race,Unprovoked,0
1507,2006,Jan,Spearfishing,Unprovoked,0
1508,2006,Jan,Competing in the Woodvale Atlantic Rowing Race,Unprovoked,0
1509,2006,Jan,Night Surfing,Unprovoked,0
1510,2006,Jan,Scuba diving,Unprovoked,0
1512,2006,Jan,Swimming,Unprovoked,1
1513,2006,Jan,Surfing,Unprovoked,0
1514,2006,Jan,Diving for crayfish,Unprovoked,0
1515,2005,Dec,Surfing,Unprovoked,0
1516,2005,Dec,Swimming,Unprovoked,0
1517,2005,Dec,Competing in the Woodvale Atlantic Rowing Race,Unprovoked,0
1518,2005,Dec,Spearfishing,Unprovoked,0
1519,2005,Dec,Fishing,Unprovoked,0
1520,2005,Nov,Surfing,Unprovoked,0
1521,2005,Nov,Surfing,Unprovoked,0
1522,2005,Nov,Fishing,Unprovoked,0
1523,2005,Nov,Surfing,Unprovoked,0
1524,2005,Nov,Surfing,Unprovoked,0
1525,,2005,Spearfishing,Unprovoked,0
1526,2005,Nov,Surfing,Unprovoked,0
1527,2005,Nov,Surfing,Unprovoked,0
1529,2005,Nov,Fishing for sharks,Provoked,0
1530,2005,Nov,Surfing,Unprovoked,0
1531,2005,Nov,Surfing,Unprovoked,0
1532,2005,Nov,Surfing,Unprovoked,0
1533,2005,Oct,Wading,Unprovoked,0
1534,2005,Oct,Standing,Unprovoked,0
1535,2005,Oct,Standing / Surfing,Unprovoked,0
1536,2005,Oct,Surfing,Unprovoked,0
1537,2005,Oct,Surfing,Unprovoked,0
1538,2005,Oct,Wading,Provoked,0
1539,2005,Oct,Surfing,Unprovoked,0
1540,2005,Oct,Scuba diving,Unprovoked,0
1541,2005,Oct,Treading water/ Surfing,Unprovoked,0
1542,2005,Oct,Diving,Unprovoked,0
1543,2005,Oct,Surf-skiing,Unprovoked,0
1544,2005,Sep,Surfing,Unprovoked,0
1545,2005,Sep,Surfing,Unprovoked,0
1546,2005,Sep,Surfing,Unprovoked,0
1548,2005,Sep,Body surfing,Unprovoked,0
1549,2005,Sep,Surfing,Unprovoked,1
1550,2005,Sep,Standing,Unprovoked,0
1551,2005,Sep,Wading,Unprovoked,0
1552,2005,Sep,Surfing,Unprovoked,0
1553,2005,Sep,Standing / Surfing,Unprovoked,0
1554,2005,Sep,Removing shark from net,Provoked,1
1555,2005,Aug,Scuba diving,Unprovoked,1
1556,2005,Aug,Surfing,Unprovoked,0
1558,2005,Aug,Swimming,Unprovoked,0
1559,2005,Aug,Walking,Unprovoked,0
1561,2005,Aug,Surfing,Unprovoked,0
1562,2005,Aug,Swimming,Unprovoked,0
1564,2005,Jul,Wading,Unprovoked,0
1565,2005,Jul,Surfing,Unprovoked,0
1568,2005,Jul,Scuba diving in aquarium tank,Provoked,0
1570,2005,Jul,Swimming,Unprovoked,0
1571,2005,Jul,Holding onto an inflatable boat,Unprovoked,0
1572,2005,Jul,Standing,Unprovoked,0
1573,2005,Jun,Fishing,Unprovoked,0
1574,2005,Jun,Swimming with boogie board,Unprovoked,1
1575,2005,Jun,Swimming,Unprovoked,1
1576,2005,Jun,Surfing,Unprovoked,0
1578,2005,Jun,Swimming,Unprovoked,0
1579,2005,Jun,Diving,Unprovoked,0
1580,2005,Jun,Boogie boarding,Unprovoked,0
1582,2005,Jun,Spearfishing (Free diving),Unprovoked,1
1583,2005,Jun,Wading,Unprovoked,0
1584,2005,May,Swimming,Unprovoked,0
1585,2005,May,Crouching in 2' of water,Unprovoked,0
1586,2005,May,Surfing,Unprovoked,0
1587,2005,May,Spearfishing,Unprovoked,0
1588,2005,May,Kayaking,Unprovoked,0
1589,2005,May,Fishing,Unprovoked,0
1590,2005,May,Sea Disaster,Unprovoked,0
1591,2005,May,Surfing,Unprovoked,0
1592,2005,Apr,Fishing,Provoked,0
1594,2005,Apr,Spearfishing,Unprovoked,0
1595,2005,Apr,Surfing,Unprovoked,0
1596,2005,Apr,Wading,Unprovoked,0
1598,2005,Apr,Surfing,Unprovoked,0
1601,2005,Mar,Surfing,Unprovoked,0
1602,2005,Mar,Surfing,Unprovoked,0
1603,2005,Mar,Surfing,Unprovoked,0
1604,2005,Mar,Snorkeling,Unprovoked,1
1605,2005,Mar,Diving in aquarium display tank,Provoked,0
1607,2005,Mar,Fishing,Provoked,0
1608,2005,Mar,Diving,Unprovoked,0
1609,2005,Feb,Swimming,Unprovoked,0
1610,2005,Feb,Spearfishing,Provoked,0
1611,2005,Feb,Surfing,Unprovoked,0
1612,2005,Feb,Spearfishing,Unprovoked,0
1613,2005,Feb,Surfing,Unprovoked,0
1614,2005,Jan,Swimming,Unprovoked,0
1615,2005,Jan,Spearfishing,Provoked,0
1616,2005,Jan,Attempting to drive shark away from sailing regatta,Provoked,0
1617,2005,Jan,Fishing from a kayak,Unprovoked,0
1619,2004,Dec,Scurfing (surfboard being  towed behind a boat),Unprovoked,1
1620,2004,Dec,Spearfishing,Unprovoked,1
1621,2004,Nov,Surfing,Unprovoked,0
1622,2004,Nov,Playing,Unprovoked,0
1623,2004,Nov,Swimming,Unprovoked,1
1624,2004,Nov,Surfing,Unprovoked,0
1625,2004,Nov,Snorkeling,Unprovoked,0
1626,2004,Nov,Diving,Unprovoked,0
1627,2004,Oct,Diving,Unprovoked,0
1629,2004,Oct,Chumming for white sharks,Unprovoked,0
1630,2004,Oct,Surfing,Unprovoked,0
1631,2004,Oct,Surfing,Unprovoked,0
1632,2004,Oct,Spearfishing,Unprovoked,0
1633,2004,Oct,Surfing,Unprovoked,0
1634,2004,Oct,Body boarding,Unprovoked,0
1635,2004,Oct,Surfing,Unprovoked,0
1636,2004,Oct,Surfing,Unprovoked,0
1637,2004,Sep,Spearfishing/ filming,Unprovoked,0
1638,2004,Sep,Surfing,Unprovoked,0
1640,2004,Sep,Swimming,Unprovoked,1
1641,2004,Sep,Jumping,Unprovoked,0
1642,2004,Aug,Walking,Unprovoked,0
1643,2004,Aug,Bathing,Unprovoked,0
1644,2004,Aug,Surfing,Unprovoked,0
1645,2004,Aug,Diving,Unprovoked,1
1646,2004,Aug,Swimming,Unprovoked,0
1647,2004,Aug,Spearfishing,Unprovoked,0
1648,2004,Aug,Fishing,Unprovoked,0
1649,2004,Jul,Surfing,Unprovoked,0
1650,2004,Jul,Diving & fishing with net,Unprovoked,0
1651,2004,Jul,Surfing,Unprovoked,0
1652,2004,Jul,Swimming,Unprovoked,0
1653,2004,Jul,Swimming,Unprovoked,0
1654,2004,Jul,Wading / fishing & carrying a bag of fish,Unprovoked,0
1655,week,the,Fishing,Unprovoked,0
1656,,2004,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,Unprovoked,0
1657,2004,Jul,Surfing,Unprovoked,1
1658,2004,Jul,Snorkeling,Unprovoked,0
1659,2004,Jul,Wading,Unprovoked,0
1660,2004,Jun,Surfing,Unprovoked,0
1662,2004,Jun,In water with diving seabirds,Unprovoked,0
1663,2004,Jun,Body boarding,Unprovoked,0
1664,2004,Jun,Swimming,Unprovoked,0
1665,2004,Jun,"Swimming, poaching perlemoen",Unprovoked,1
1666,2004,May,Wading,Unprovoked,0
1667,2004,May,Swimming,Unprovoked,0
1668,2004,May,Surfing,Unprovoked,0
1669,2004,May,Boogie-boarding / swimming,Unprovoked,0
1672,2004,May,Wading,Unprovoked,0
1673,2004,May,Free diving & spearfishing,Provoked,0
1674,2004,May,Tandem surfing,Unprovoked,0
1675,2004,May,Swimming,Unprovoked,1
1676,2004,Apr,Diving,Unprovoked,0
1677,2004,Apr,Fishing,Unprovoked,0
1678,2004,Apr,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,Unprovoked,1
1679,2004,Apr,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,Invalid,1
1680,2004,Apr,Surfing,Unprovoked,1
1681,2004,Apr,Surfing,Unprovoked,0
1684,2004,Mar,Surfing,Unprovoked,0
1685,2004,Mar,Body boarding,Unprovoked,0
1686,2004,Mar,Surfing,Unprovoked,0
1687,2004,Mar,Surfing,Unprovoked,0
1688,2004,Mar,Swimming,Unprovoked,0
1689,2004,Mar,Snorkeling,Unprovoked,0
1690,2004,Mar,Spearfishing,Unprovoked,0
1691,2004,Mar,Surfing,Unprovoked,0
1692,2004,Mar,Spearfishing,Unprovoked,0
1693,2004,Feb,Swimming,Unprovoked,1
1694,2004,Feb,Surfing,Unprovoked,0
1695,2004,Feb,Swimming,Unprovoked,0
1697,2004,Feb,Snorkeling,Unprovoked,1
1698,2004,Feb,Snorkeling,Unprovoked,0
1699,2004,Jan,Scuba diving,Unprovoked,0
1700,2004,Jan,Surfing,Unprovoked,0
1702,2004,Jan,Swimming,Unprovoked,0
1703,2004,Jan,Spearfishing,Unprovoked,0
1704,,2004,Surf skiing,Unprovoked,0
1705,2004,Jan,Diving,Unprovoked,0
1706,2004,Jan,Surfing,Unprovoked,0
1708,2004,Jan,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,Unprovoked,1
1709,2004,Unknown,Surfing,Unprovoked,0
1712,2003,Dec,Swimming,Unprovoked,0
1713,2003,Dec,Swimming / shipwreck,Unprovoked,1
1714,2003,Dec,Surfing amid a shoal of sharks,Unprovoked,0
1715,2003,Nov,Swimming,Unprovoked,0
1716,2003,Nov,Swimming,Unprovoked,0
1717,2003,Nov,Spearfishing,Unprovoked,1
1718,2003,Nov,Surfing,Unprovoked,0
1719,,2003,Swimming or surfing,Unprovoked,0
1720,2003,Nov,Surfing,Unprovoked,0
1721,2003,Nov,Snorkeling,Unprovoked,0
1722,2003,Nov,Surf skiing,Unprovoked,0
1723,2003,Nov,Standing,Unprovoked,0
1724,2003,Nov,Spearfishing,Provoked,0
1725,2003,Oct,Surfing,Unprovoked,0
1726,2003,Oct,Surfing,Unprovoked,0
1727,2003,Oct,Surfing,Unprovoked,0
1728,2003,Oct,Surfing,Unprovoked,0
1730,2003,Oct,Surfing,Unprovoked,0
1731,2003,Oct,Swimming to shore from boat or kayak,Invalid,1
1732,2003,Oct,Surfing,Unprovoked,0
1733,2003,Oct,Surfing,Unprovoked,0
1734,2003,Oct,Surfing,Provoked,0
1735,2003,Oct,Sitting on surfboard,Unprovoked,0
1736,2003,Oct,Wading near a fishing net,Unprovoked,0
1737,2003,Sep,Wading to shore from his boat,Unprovoked,1
1738,2003,Sep,Surfing,Unprovoked,0
1739,2003,Sep,Surfing,Unprovoked,0
1740,2003,Sep,Surfing,Unprovoked,0
1741,2003,Sep,Surfing,Unprovoked,0
1742,2003,Sep,Surfing,Unprovoked,0
1743,2003,Sep,Fishing ,Unprovoked,0
1745,2003,Sep,Body boarding,Unprovoked,0
1746,2003,Sep,"Standing, stepped on shark",Unprovoked,0
1747,2003,Sep,Body boarding,Unprovoked,1
1748,2003,Sep,Wade-fishing,Unprovoked,0
1749,2003,Aug,Fishing,Provoked,0
1750,2003,Aug,"Swimming, wearing black wetsuit & swim fins",Unprovoked,1
1752,2003,Aug,Sitting on surfboard,Unprovoked,0
1753,2003,Jul,Surf skiing,Unprovoked,0
1754,2003,Jul,Surfing,Unprovoked,0
1755,2003,Jul,Wading,Unprovoked,0
1756,2003,Jul,Spearfishing,Unprovoked,0
1757,2003,Jul,"Walking, carrying surfboard & stepped on shark",Provoked,0
1758,2003,Jul,Surfing,Unprovoked,0
1759,2003,Jul,Spearfishing,Unprovoked,0
1760,2003,Jul,Spearfishing,Unprovoked,0
1761,2003,Jul,Spearfishing,Unprovoked,0
1762,2003,Jul,Snorkeling,Unprovoked,0
1763,2003,Jun,Surfing,Unprovoked,0
1764,2003,Jun,Surfing,Unprovoked,0
1766,2003,Jun,Standing,Unprovoked,0
1767,2003,Jun,Swimming with pod of dolphins,Unprovoked,0
1768,2003,Jun,Swimming,Unprovoked,0
1769,2003,Jun,Surfing ,Unprovoked,0
1770,2003,Jun,Surfing,Unprovoked,0
1772,2003,May,Surfing,Unprovoked,0
1773,2003,May,Wading,Unprovoked,0
1774,2003,May,Swimming,Unprovoked,0
1775,2003,May,Surfing,Provoked,0
1776,2003,May,Walking,Unprovoked,0
1778,2003,Apr,Killing  sharks,Provoked,0
1779,2003,Apr,Swimming ,Unprovoked,0
1780,2003,Apr,Surfing,Unprovoked,0
1781,2003,Apr,Swimming,Unprovoked,0
1782,2003,Apr,Surfing,Unprovoked,0
1783,2003,Apr,Surfing,Unprovoked,0
1784,2003,Apr,Surfing,Unprovoked,0
1785,2003,Apr,Surfing,Unprovoked,0
1786,2003,Apr,Surfing,Unprovoked,0
1787,2003,Apr,Jumping,Unprovoked,0
1788,2003,Apr,Surfing,Unprovoked,0
1789,2003,Apr,Swimming (using a float),Unprovoked,0
1790,2003,Apr,Surfing,Unprovoked,0
1791,2003,Apr,Surfing,Unprovoked,0
1792,2003,Apr,Surfing,Unprovoked,0
1793,2003,Mar,Petting captive sharks,Provoked,0
1794,2003,Feb,Scuba diving,Unprovoked,0
1795,2003,Feb,Wading,Unprovoked,0
1796,2003,Feb,Swimming,Unprovoked,0
1797,2003,Feb,Swimming,Unprovoked,0
1798,2003,Feb,Swimming,Unprovoked,1
1800,2003,Jan,Surfing,Unprovoked,0
1801,2003,Jan,Surfing,Unprovoked,0
1802,2002,Dec,Snorkeling,Unprovoked,0
1803,2002,Dec,Snorkeling,Unprovoked,0
1804,2002,Dec,Scuba diving,Unprovoked,0
1806,2002,Dec,Swimming,Unprovoked,1
1807,2002,Dec,Surfing,Unprovoked,1
1808,2002,Nov,Scuba diving,Unprovoked,0
1809,2002,Nov,Body boarding,Unprovoked,0
1810,2002,Nov,Swimming,Unprovoked,0
1811,2002,Nov,Snorkeling,Unprovoked,0
1812,2002,Nov,Surfing,Unprovoked,0
1813,2002,Nov,Boogie boarding,Unprovoked,0
1814,2002,Nov,"Fishing, standing in 2' of water",Unprovoked,0
1815,2002,Oct,Swimming,Unprovoked,0
1816,2002,Oct,Swimming,Unprovoked,1
1817,2002,Oct,Surfing,Unprovoked,0
1818,2002,Oct,Surfing,Unprovoked,0
1819,2002,Oct,Surfing,Unprovoked,0
1820,2002,Oct,Surfing,Unprovoked,0
1821,2002,Sep,Surfing,Unprovoked,0
1822,2002,Sep,Surfing,Unprovoked,0
1823,2002,Sep,Fishing from Surfboard,Unprovoked,0
1824,2002,Sep,Fishing,Provoked,0
1825,2002,Sep,Swimming,Provoked,0
1826,2002,Sep,Boogie boarding or Surfing,Unprovoked,0
1827,2002,Sep,Surfing,Unprovoked,0
1828,2002,Sep,Swimming,Unprovoked,0
1829,2002,Sep,Body boarding,Unprovoked,0
1830,2002,Sep,Surf skiing,Unprovoked,0
1831,2002,Sep,Boogie boarding,Unprovoked,0
1832,2002,Sep,"Wading, when he stepped on the shark",Provoked,0
1833,2002,Aug,Surfing,Unprovoked,0
1834,2002,Aug,Swimming,Unprovoked,0
1835,2002,Aug,Surfing,Unprovoked,0
1836,2002,Aug,Surfing,Unprovoked,0
1837,2002,Aug,Standing,Unprovoked,0
1838,2002,Aug,Diving,Provoked,0
1839,2002,Aug,Standing,Unprovoked,0
1840,2002,Jul,Surfing,Unprovoked,0
1841,2002,Jul,Swimming,Unprovoked,0
1842,2002,Jul,Surfing,Provoked,0
1843,2002,Jul,Shark Fishing,Provoked,1
1844,2002,Jul,Surfing,Unprovoked,0
1845,2002,Jul,Standing,Unprovoked,0
1846,2002,Jun,Surfing,Unprovoked,0
1847,2002,Jun,Swimming,Unprovoked,0
1850,2002,Jun,Attempting to retreive a dinghy,Unprovoked,1
1851,2002,Jun,Sitting on surfboard,Unprovoked,0
1852,2002,Jun,Surfing,Unprovoked,0
1853,2002,Jun,Surfing,Unprovoked,0
1854,2002,Jun,Swimming,Unprovoked,0
1855,2002,Jun,Snorkeling (filming the sardine run),Unprovoked,0
1856,2002,May,Surfing,Unprovoked,0
1857,2002,May,Floating on a raft,Unprovoked,0
1858,2002,May,"Fishing, removing the shark from his line",Provoked,0
1859,2002,May,Playing in the surf with his 2 dogs,Unprovoked,0
1860,2002,May,Surfing,Unprovoked,0
1861,2002,May,Collecting beche-de-mer,Unprovoked,0
1862,2002,May,Fishing,Unprovoked,0
1863,2002,May,Surfing,Unprovoked,0
1864,2002,May,Fishing from prawn trawler,Provoked,0
1865,2002,Apr,Scallop diving (using surface-supplied air & a POD) ,Unprovoked,1
1867,2002,Apr,"Surfing, but standing in water alongside board",Unprovoked,0
1868,2002,Apr,Surfing,Unprovoked,0
1869,2002,Apr,Swimming,Unprovoked,0
1870,2002,Apr,Standing,Unprovoked,0
1871,2002,Apr,Wading,Unprovoked,0
1872,2002,Apr,Swimming / Wading,Unprovoked,0
1873,2002,Mar,Body-boarding,Unprovoked,0
1874,2002,Mar,Wading,Unprovoked,0
1875,2002,Mar,Swimming,Unprovoked,1
1876,2002,Mar,Swimming /  boogie boarding,Unprovoked,0
1877,2002,Mar,Snorkeling,Unprovoked,0
1878,2002,Mar,Surfing,Unprovoked,0
1880,2002,Feb,Capsized fishing boat,Unprovoked,1
1881,2002,Feb,Surfing,Unprovoked,0
1883,2002,Feb,Kayaking,Unprovoked,0
1884,2002,Jan,Surfing,Unprovoked,0
1885,2002,Jan,Swimming,Unprovoked,0
1886,2002,Jan,Fishing,Unprovoked,0
1887,2002,Jan,Swimming,Unprovoked,1
1888,2002,Jan,Surf skiing,Unprovoked,0
1889,2002,Jan,Snorkeling,Unprovoked,0
1890,2001,Dec,Surfing,Invalid,0
1891,2001,Nov,Surfing,Unprovoked,0
1892,2001,Nov,Surfing,Unprovoked,0
1894,2001,Oct,Kite-Boarding,Unprovoked,0
1895,2001,Oct,Snorkeling,Unprovoked,0
1896,2001,Sep,Body surfing,Unprovoked,0
1898,2001,Sep,"Surfing, fell off surfboard & stepped on the shark.",Provoked,0
1899,2001,Sep,Surfing,Unprovoked,0
1900,2001,Sep,Wreck / Technical diving,Invalid,1
1901,2001,Sep,Boogie boarding,Unprovoked,0
1902,2001,Sep,Surfing,Unprovoked,0
1903,2001,Sep,Diving,Provoked,0
1904,2001,Sep,Fishing,Provoked,0
1905,2001,Sep,Walking in shallows,Unprovoked,0
1906,2001,Sep,Swimming,Invalid,0
1907,2001,Sep,Swimming ,Unprovoked,1
1908,2001,Sep,Swimming,Unprovoked,0
1909,2001,Sep,Wading,Unprovoked,0
1910,2001,Sep,Swimming ,Unprovoked,1
1911,2001,Aug,Spearfishing,Unprovoked,0
1912,2001,Aug,Standing,Unprovoked,0
1913,2001,Aug,Wading,Unprovoked,0
1914,2001,Aug,Boogie Boarding,Unprovoked,0
1915,2001,Aug,Boogie Boarding,Unprovoked,0
1916,2001,Aug,Surfing,Unprovoked,0
1917,2001,Aug,Surfing,Unprovoked,0
1918,2001,Aug,Surfing,Unprovoked,0
1919,2001,Aug,Surfing,Unprovoked,0
1920,2001,Aug,Surfing,Unprovoked,0
1921,2001,Aug,Surfing,Unprovoked,0
1922,2001,Aug,Surfing,Unprovoked,0
1923,2001,Aug,Surfing,Unprovoked,0
1924,2001,Aug,Spearfishing,Unprovoked,0
1925,2001,Aug,Fell off banana boat,Unprovoked,0
1927,2001,Aug,Swimming,Unprovoked,0
1928,2001,Aug,Fishing,Unprovoked,0
1932,2001,Jul,Fishing,Unprovoked,0
1933,2001,Jul,Surfing,Unprovoked,0
1934,2001,Jul,Boogie boarding,Unprovoked,0
1935,2001,Jul,Surfing,Unprovoked,0
1936,2001,Jul,Swimming,Unprovoked,0
1938,2001,Jul,Floating face-down in knee-deep water,Unprovoked,0
1939,2001,Jun,Swimming,Unprovoked,0
1940,2001,Jun,Spearfishing,Provoked,0
1942,2001,Jun,Wading,Unprovoked,0
1944,2001,May,Swimming,Unprovoked,0
1945,2001,May,Swimming,Unprovoked,0
1946,2001,May,Shark fishing,Provoked,0
1948,2001,May,Surfing,Unprovoked,0
1949,2001,May,Surfing,Unprovoked,0
1950,2001,May,Surfing,Unprovoked,0
1951,2001,May,"Spearfishing, carrying his catch",Unprovoked,1
1952,2001,Apr,Boogie boarding,Unprovoked,0
1953,2001,Apr,Surfing,Unprovoked,0
1954,2001,Apr,Surfing,Unprovoked,0
1956,2001,Apr,Surfing,Unprovoked,0
1957,2001,Apr,Surfing,Unprovoked,0
1958,2001,Apr,Body boarding,Unprovoked,0
1959,2001,Apr,Surfing,Unprovoked,0
1960,2001,Apr,Surfing,Unprovoked,0
1961,2001,Apr,Surfing,Unprovoked,0
1962,2001,Apr,Surfing,Unprovoked,0
1963,2001,Apr,Surfing,Unprovoked,0
1964,2001,Apr,Surfing,Unprovoked,0
1965,2001,Apr,Snorkeling,Provoked,0
1966,2001,Apr,Standing alongside surfboard,Unprovoked,0
1967,2001,Ap,Batin,Unprovoked,0
1968,2001,Apr,Surfing,Unprovoked,0
1969,2001,Mar,Body-boarding,Unprovoked,0
1970,2001,Mar,Surfing,Unprovoked,0
1972,2001,Mar,Swimming,Unprovoked,1
1973,2001,Mar,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,Unprovoked,1
1974,2001,Feb,Fishing for whiting,Unprovoked,0
1976,2001,Feb,Surfing,Unprovoked,0
1977,2001,Jan,Kayaking,Unprovoked,0
1978,2001,Jan,Swimming,Unprovoked,0
1979,2001,Jan,Fishing,Unprovoked,0
1980,2001,Jan,Surfing,Unprovoked,0
1981,2001,Jan,Kayaking,Unprovoked,0
1982,2000,Dec,Scuba diving,Unprovoked,0
1983,2000,Dec,Swimming back from anchored sailboat,Unprovoked,1
1984,2000,Dec,Fishing for whiting,Unprovoked,0
1985,2000,Dec,Diving for sea urchins,Unprovoked,0
1986,2000,Dec,Spearfishing,Unprovoked,0
1987,2000,Dec,Surfing,Unprovoked,1
1988,2000,Nov,Diving (shell maintenance),Unprovoked,0
1990,2000,Nov,Swimming,Unprovoked,0
1992,2000,Nov,Swimming,Unprovoked,0
1993,2000,Nov,Swimming,Unprovoked,1
1994,2000,Nov,Surfing,Unprovoked,0
1995,2000,Oct,Fishing ,Unprovoked,0
1996,2000,Oct,Surfing,Unprovoked,0
1997,2000,Oct,Swimming / snorkeling,Unprovoked,0
1998,2000,Oct,Swimming,Unprovoked,0
1999,2000,Oct,Surfing,Unprovoked,0
2000,2000,Oct,Surfing,Unprovoked,0
2001,2000,Oct,Body surfing,Unprovoked,0
2002,2000,Oct,Surfing,Unprovoked,0
2003,2000,Sep,Sitting on surfboard,Unprovoked,0
2004,2000,Sep,Surfing,Unprovoked,1
2005,2000,Sep,Surfing,Unprovoked,1
2006,2000,Sep,Fell onto dead shark,Provoked,0
2007,2000,Sep,Surfing,Unprovoked,1
2009,2000,Sep,Standing / surfing,Unprovoked,0
2010,2000,Sep,Surfing,Unprovoked,0
2011,2000,Sep,Swimming / Body surfing,Unprovoked,0
2012,2000,Sep,Swimming,Unprovoked,0
2013,2000,Sep,Free diving,Unprovoked,0
2014,2000,Sep,Swimming,Unprovoked,1
2015,2000,Sep,Wading,Unprovoked,0
2016,2000,Sep,Surfing,Unprovoked,0
2017,2000,Sep,Swimming,Unprovoked,1
2018,2000,Aug,Swimming,Unprovoked,0
2019,2000,Aug,Jumped into the water,Unprovoked,1
2020,2000,Aug,Conducting research,Provoked,0
2021,2000,Aug,Swimming out to porpoises ,Unprovoked,0
2022,2000,Aug,"Windsurfing, but sitting on his board",Unprovoked,0
2023,2000,Aug,Surfing / Wading,Unprovoked,0
2024,2000,Aug,Standing,Unprovoked,0
2027,2000,Aug,Swimming,Unprovoked,1
2029,2000,Jul,Snorkeling,Unprovoked,0
2030,2000,Jul,Surfing,Unprovoked,0
2031,2000,Jul,Surfing,Unprovoked,0
2032,2000,Jul,Surfing,Unprovoked,0
2033,2000,Jul,Surfing,Unprovoked,0
2034,2000,Jul,Surfing,Unprovoked,0
2035,2000,Jul,Scuba diving,Unprovoked,0
2036,2000,Jul,Wading,Unprovoked,0
2037,2000,Jul,Swimming ,Unprovoked,0
2038,2000,Jul,Jumping,Unprovoked,0
2039,2000,Jul,Playing,Unprovoked,0
2040,2000,Jul,Wading,Unprovoked,0
2041,2000,Jul,"Spearfishing, holding mesh bag with speared fish",Unprovoked,0
2042,2000,Jul,Wading,Unprovoked,0
2043,2000,Jul,Standing,Unprovoked,0
